,basy_zyzd_jbbm_for_str_5,basy_yydj,basy_ssjczbm1_for_str_5,HAOCAI-5-5-E,JCJY-5-5-E,YP-5-5-E,ZFY-5-5-E,记录条数-5-5
94,A08.0,6,,277.78857142857146,1645.182619047619,574.4988095238095,3831.515476190476,42
121,A09.0,3,,301.4010714285714,1135.1964285714287,1091.0521428571428,3854.6739285714284,28
126,A09.0,5,,342.55,2258.36,1346.364,5554.6052,25
138,A09.0,6,,317.65588235294115,3117.6964705882356,2177.6864705882354,7667.565735294117,68
174,A09.9,3,,307.9535714285715,669.9321428571428,1328.8671428571429,3350.4,28
184,A09.9,5,,283.0940909090909,1859.684090909091,1122.4875,4379.7575,44
194,A09.9,6,,338.776301369863,2170.2758904109587,1980.0439726027396,6817.634520547946,73
197,A09.9,6,17.95,318.4981818181818,1083.7418181818182,660.0068181818182,3205.3877272727273,22
208,A09.9,6,45.23,431.6568965517241,3278.162068965517,1402.671379310345,7010.926206896551,29
230,A15.0,3,,334.884,1126.2666666666667,1900.5583333333334,4877.160666666667,30
244,A15.0,5,,379.1788888888889,3200.728055555556,3133.351527777778,9971.179027777778,72
247,A15.0,5,33.24,401.63750000000005,3042.7198076923078,1919.7763461538461,8236.158461538462,52
264,A15.0,6,,425.15949152542373,4914.513995157385,5214.32823244552,14306.277796610171,413
276,A15.0,6,33.22,425.10883333333334,8741.136999999999,7528.652333333333,21753.5275,60
278,A15.0,6,33.24,531.9379824561404,6302.930877192982,4802.252690058479,15390.192631578948,342
282,A15.0,6,34.04,668.3230952380952,7408.558571428572,6620.6638095238095,21316.17380952381,42
341,A15.2,6,32.20,14731.309428571429,6545.077428571429,4521.871999999999,37975.95257142858,35
347,A15.2,6,32.41,20582.802173913045,6936.283478260869,6314.093478260869,50058.242173913044,23
350,A15.2,6,33.24,838.1532075471698,7111.266037735849,3881.9898113207546,17351.09490566038,53
351,A15.2,6,33.26,1395.7258333333332,6145.785625,2023.2895833333332,12541.980000000001,48
375,A15.3,6,,466.88762295081966,3860.3145901639346,3198.9668032786885,11274.255573770492,122
383,A15.3,6,33.24,433.6321212121212,4380.514,2395.5716363636366,10100.219575757576,165
430,A15.6,6,34.20,772.8797435897435,5483.894358974359,1703.8728205128205,12464.631794871795,39
452,A16.0,5,,420.54304347826087,3910.017391304348,5301.319565217392,15198.099130434784,23
456,A16.0,5,33.24,394.4094736842105,3268.930263157895,2432.4755263157895,9064.456315789474,38
467,A16.0,6,,525.9894666666667,3561.5216666666665,2405.9144666666666,9547.713533333334,150
474,A16.0,6,33.24,454.3323728813559,4217.733559322034,1992.7149152542374,9276.55220338983,118
475,A16.0,6,33.26,1028.1940909090908,6370.3663636363635,1753.5509090909093,11757.625,22
476,A16.0,6,33.27,742.4809090909091,7092.027272727272,1822.6427272727271,12843.071515151514,33
