,basy_zyzd_jbbm_for_str_7,basy_yydj,basy_ssjczbm1_for_str_7,HAOCAI-7-7-E,JCJY-7-7-E,YP-7-7-E,ZFY-7-7-E,记录条数-7-7
208,A15.000,5,,320.01454545454544,2698.2995454545458,1690.1831818181818,7733.063181818181,22
224,A15.000,6,,423.2115,5955.190166666666,4519.920666666667,14004.017916666666,120
234,A15.000,6,33.2400,702.2036231884058,4588.559130434783,2099.086666666667,11482.903043478262,69
236,A15.000,6,33.2403,399.8540740740741,8233.02913580247,4852.108518518518,17187.132222222222,81
399,A15.300,6,33.2400,459.6922580645161,4778.114193548387,2545.39064516129,10772.254838709678,31
439,A15.308,6,33.2400,499.14162790697674,4648.195348837209,1648.0306976744187,9685.970930232557,43
586,A16.200,5,,501.02030303030295,5659.512121212121,3677.6136363636365,14670.399393939393,33
605,A16.200,6,,393.1512711864407,4783.347457627118,3799.1987288135592,11347.761779661016,118
613,A16.200,6,33.2200,474.0324,6240.884,2786.8536,12108.094,25
615,A16.200,6,33.2400,593.7819736842106,4521.179736842105,2125.9836842105265,10159.869605263157,76
618,A16.200,6,33.2403,398.4614285714286,7958.295939849625,3950.608796992481,15427.924436090225,133
625,A16.200,6,34.0401,967.0946153846154,9373.266666666666,5455.701282051282,20860.073333333334,39
716,A16.500,6,34.0401,671.0995555555555,5394.296444444444,1840.4122222222222,11108.309111111112,45
723,A16.500,6,34.9101,546.0359090909092,4650.466818181819,1543.6518181818183,9443.729545454546,22
724,A16.500,6,34.9103,749.9952173913043,3419.3013043478263,1355.178260869565,7618.107826086957,23
768,A17.000,6,03.3101,1378.3779166666666,14032.58875,9101.06375,34662.291666666664,24
782,A17.803,6,03.3101,833.7116666666666,12055.054,10852.131666666666,31045.004,30
944,A18.205,6,40.3x00,1989.3092000000001,4582.428,1795.6812,13893.3648,25
1301,A41.501,5,,296.4648387096774,4489.217419354838,2387.5648387096776,9452.27129032258,31
1328,A41.501,6,,499.9662162162162,6858.046351351351,4615.516891891892,16767.954864864863,74
1426,A41.503,6,,622.6360714285714,9403.000357142857,7859.711785714286,23733.31428571429,28
1621,A41.900,6,,533.7815094339622,5434.513396226415,4969.556886792453,17532.86971698113,106
1693,A41.900,6,93.9000,1061.20475,9257.497749999999,7916.86525,26644.845,40
1698,A41.900,6,96.7101,1803.67925,9022.67025,6435.9085,22533.20375,40
