,basy_zyzd_jbbm_for_str_6,basy_yydj,basy_ssjczbm1_for_str_6,HAOCAI-6-6-E,JCJY-6-6-E,YP-6-6-E,ZFY-6-6-E,记录条数-6-6
77,A09.00,6,,396.7095454545455,3509.7122727272726,2370.174090909091,8223.994090909091,22
125,A09.90,6,,294.28903225806454,2463.778064516129,1210.703870967742,5403.631290322581,31
162,A15.00,5,,379.4412195121951,3345.4521951219513,2409.907317073171,9499.269512195122,41
166,A15.00,5,33.240,416.52,3479.3841666666667,1580.87875,8344.2225,24
179,A15.00,6,,411.2496453900709,5607.897375886525,4247.639858156028,13348.425744680851,141
191,A15.00,6,33.240,522.3791477272727,6202.250227272728,3338.574431818182,13796.380397727275,176
197,A15.00,6,34.040,1078.4933333333333,7439.88,6160.186190476191,19898.891904761906,21
259,A15.20,6,33.240,1068.006818181818,11118.213636363636,3046.6263636363637,21824.734545454543,22
282,A15.30,6,,397.8413043478261,4011.331739130435,2663.554347826087,10235.71347826087,23
288,A15.30,6,33.240,519.1037168141593,5183.376283185841,1958.0523893805312,10633.493805309736,113
349,A16.00,6,33.240,470.32923076923083,4394.80923076923,1676.8380769230769,9770.952307692309,26
394,A16.20,5,,511.6233333333333,5765.538888888888,3607.6830555555553,14607.758055555556,36
399,A16.20,5,33.240,450.7261111111111,3711.065,1726.3116666666667,8980.03611111111,36
410,A16.20,6,,401.3003305785124,4816.004132231405,3941.6021487603302,11637.578264462809,121
419,A16.20,6,33.220,464.1992307692308,6193.234615384616,2733.7896153846154,11918.202307692309,26
421,A16.20,6,33.240,468.9437168141593,6504.064203539823,3155.824955752212,13173.568805309733,226
426,A16.20,6,34.040,952.5409999999999,9292.073,5359.33475,20623.90925,40
482,A16.50,6,33.240,888.0441666666667,6072.6275,2011.5470833333331,12677.984583333333,24
484,A16.50,6,34.040,637.2361403508771,5085.063859649123,1775.8668421052632,10731.10350877193,57
490,A16.50,6,34.910,617.2392727272728,4016.2454545454543,1482.6107272727272,8663.901454545456,55
510,A17.00,6,03.310,1378.3779166666666,14032.58875,9101.06375,34662.291666666664,24
522,A17.80,6,03.310,791.7942857142857,12016.005714285715,9716.650285714286,29286.822285714286,35
636,A18.20,6,40.3x0,1939.7888461538462,4450.834615384615,1739.1273076923076,13596.517692307692,26
926,A41.50,5,,356.68604166666665,4593.234166666666,2915.235625,11301.756875,48
958,A41.50,6,,564.323813559322,7561.925762711864,5758.779152542373,19131.50533898305,118
971,A41.50,6,38.930,1915.658181818182,11214.096666666666,15373.758181818182,41071.78363636363,33
1022,A41.50,6,96.710,2383.2829166666666,9621.408333333333,8824.68875,29029.739166666666,24
1023,A41.50,6,96.720,10967.423225806451,34373.67,33090.94741935484,120195.5306451613,31
1071,A41.90,1,,715.126923076923,1491.3115384615385,1816.7473076923077,8554.514230769231,26
1093,A41.90,3,,406.89471698113204,4154.141886792453,4641.472264150943,13051.876226415094,53
1125,A41.90,4,,655.583947368421,6509.704736842105,7288.971052631579,19884.797368421056,38
1161,A41.90,5,,400.57405660377356,4212.8122641509435,2670.199716981132,10881.114905660377,106
1172,A41.90,5,38.930,945.0436666666667,7093.880666666667,5030.531,21004.640666666666,30
1215,A41.90,5,93.900,821.4747826086956,5623.223913043478,3629.1652173913044,15495.05956521739,23
1218,A41.90,5,96.040,1319.107435897436,9479.396923076923,9259.792564102563,29577.874102564103,39
1220,A41.90,5,96.710,1403.5439285714288,6665.872142857143,5437.992678571429,20729.559642857144,56
1221,A41.90,5,96.720,4939.871351351351,16578.097297297296,20203.305945945947,62678.25864864865,37
1229,A41.90,6,,558.0760264900662,5591.797566225166,4406.313990066225,15211.54761589404,604
1231,A41.90,6,03.310,786.2359574468086,7783.614042553191,4359.835106382979,18278.564893617022,47
1237,A41.90,6,17.950,633.9232258064516,4394.606129032259,3256.783870967742,12295.562258064516,31
1253,A41.90,6,33.240,830.5759310344828,10758.088344827587,6614.240137931034,27158.69834482759,145
1257,A41.90,6,34.040,2375.4476,16581.164,15258.4116,47625.66,25
1258,A41.90,6,34.910,1428.8226923076923,8698.437307692308,8578.246153846154,25943.901153846156,26
1262,A41.90,6,38.910,1129.382258064516,16418.59677419355,6803.607741935483,39017.239677419355,31
1263,A41.90,6,38.930,1671.5988333333332,12236.67075,11074.48525,35097.96,120
1265,A41.90,6,38.970,3612.346666666667,12771.33380952381,13130.97619047619,41177.240000000005,21
1267,A41.90,6,38.990,719.1755882352942,4872.117647058823,2392.2985294117643,10619.660588235294,34
1273,A41.90,6,39.950,5867.632459016394,11609.359672131148,9661.277868852458,42924.67081967213,61
1334,A41.90,6,57.940,1359.0303846153847,9062.309230769231,5256.5630769230775,22770.496923076924,26
1337,A41.90,6,59.8x0,2061.696551724138,6740.2189655172415,3766.420344827586,17228.87620689655,29
1397,A41.90,6,93.900,1169.6996250000002,9418.266458333334,6387.745291666666,24163.113916666665,240
1399,A41.90,6,93.960,556.6295454545453,6709.03909090909,4825.441818181818,16386.138636363637,22
1401,A41.90,6,96.040,2840.356233766234,18240.722467532465,11570.196103896104,54771.57090909091,77
1405,A41.90,6,96.710,2183.2358522727272,8450.736477272729,7667.35153409091,25123.532556818183,176
1406,A41.90,6,96.720,9313.236444444445,29962.86427777778,33321.623555555554,110698.96494444445,180
1418,A41.90,6,99.210,402.4909090909091,2622.2033333333334,2985.5051515151513,8927.107575757575,33
1661,A86.x0,6,03.310,692.4507462686566,6482.3709701492535,3009.0587313432834,14676.90447761194,134
1688,A87.90,6,03.310,456.35076923076923,5506.736923076923,2360.190769230769,11037.321282051284,39
1742,B02.20,5,,369.4186363636364,2004.0227272727273,1756.090909090909,5923.458181818182,22
1762,B02.20,6,,332.75209302325584,2567.2337209302327,1876.2879069767444,6887.444418604651,86
1764,B02.20,6,03.6x0,1251.0337209302324,2364.8372093023254,1019.7344186046512,12139.028604651163,43
1766,B02.20,6,03.910,882.2486046511629,3011.7232558139535,1809.4060465116277,9032.268837209302,43
1768,B02.20,6,04.2x0,1509.399745762712,3395.0816101694913,1127.0359322033898,10646.72186440678,118
1771,B02.20,6,04.490,2674.4308235294116,2866.0929411764705,1260.4158823529413,11693.985764705883,85
1772,B02.20,6,04.810,687.6903921568627,3272.870588235294,1898.4011764705883,10431.253529411764,51
1773,B02.20,6,04.990,2313.848620689655,1933.6344827586208,2364.8858620689657,10217.485172413793,29
1816,B02.20,6,99.920,327.39268292682925,1458.1487804878047,2351.9146341463415,7818.668292682927,41
1863,B02.90,6,,358.96523809523813,1913.4952380952382,1206.9442857142858,5721.112380952381,21
1928,B18.10,6,,311.3526086956522,3346.3333333333335,4267.344202898551,10045.572898550725,69
1976,B20.10,6,,470.1872727272728,7599.8,7210.572727272727,18677.873636363634,22
2008,B20.70,6,,524.9980555555555,7734.852222222222,10633.485277777778,23511.977222222224,36
2045,B22.70,6,,580.587619047619,9060.714285714286,9861.17857142857,24417.629999999997,21
2108,B27.80,6,,326.39961538461534,1483.1653846153847,1332.4161538461537,4651.34,26
2117,B27.90,6,,373.11066666666665,1711.2933333333335,1004.1756666666666,4596.2029999999995,30
2160,B37.10,6,,661.8295945945946,6683.886486486486,6522.4486486486485,18326.11310810811,74
2165,B37.10,6,33.240,673.897397260274,7261.599589041096,5150.545890410958,18863.842328767125,73
2183,B37.10,6,93.900,1189.5827450980391,10185.666470588236,7008.925294117647,26351.63960784314,51
2189,B37.10,6,96.720,5768.99380952381,25343.731428571427,24543.697142857145,82850.05857142857,21
2234,B44.00,6,33.240,1209.9718518518519,9605.775555555556,10548.117037037036,26794.11074074074,27
2257,B44.10,6,,539.3544318181819,5285.853863636364,6249.979318181819,17085.12159090909,88
2270,B44.10,6,33.240,728.7289256198347,5884.018512396694,6691.949917355372,18685.739834710745,121
2289,B44.10,6,93.900,1045.6045161290324,9119.57629032258,9913.7,29179.577258064517,62
2385,B49.x0,6,,832.503076923077,7255.455384615385,6452.34282051282,19973.458205128205,39
2397,B49.x0,6,22.2x0,1064.3676470588234,1763.645882352941,1031.0022058823529,10345.376617647058,68
2402,B49.x0,6,22.530,1476.1308641975309,1955.0414814814817,1373.5653086419752,11284.053580246913,81
2404,B49.x0,6,22.620,1529.597619047619,1949.0138095238096,1141.8766666666666,11069.612380952381,21
2409,B49.x0,6,33.240,1487.5328,11740.826799999999,8930.186,30631.501200000002,25
2427,B49.x0,6,93.900,1505.093,9991.894333333334,8807.0,30423.475,30
2457,B49.x1,5,,427.64478260869566,3278.1934782608696,6616.423478260869,15731.590869565216,23
2466,B49.x1,6,,563.1633870967742,5295.551290322581,6102.2646774193545,16802.13322580645,62
2473,B49.x1,6,33.240,662.0962222222222,6845.291111111111,6292.999111111111,20069.518,45
2497,B49.x1,6,93.900,742.8142857142857,6817.160285714286,6834.379428571428,21211.633714285716,35
2680,C02.90,6,25.2x0,9015.306666666667,6414.203333333334,2779.691666666667,36724.623750000006,24
2738,C06.00,6,27.490,13338.232,6908.2283333333335,3250.8836666666666,50826.55233333333,30
2850,C11.90,6,29.120,1331.4862162162162,6916.172432432432,1728.6135135135135,12468.527567567568,37
2869,C11.90,6,99.250,1607.4283783783783,7071.852432432433,3983.4932432432433,15258.115675675677,37
2983,C15.10,6,,504.05760000000004,3586.6312,1955.0368000000003,7819.003999999999,25
2994,C15.10,6,42.240,795.7311111111111,5433.433703703703,2470.06,12088.102592592593,27
2996,C15.10,6,42.330,4398.406,5574.6228,2148.5224,18276.4068,25
2997,C15.10,6,42.410,26125.21892857143,10823.48275510204,11481.36836734694,69803.41045918367,196
3021,C15.10,6,99.250,973.3424193548387,4576.579677419355,3556.125,11418.14370967742,62
3057,C15.40,6,42.410,27959.382352941175,12330.001764705883,15965.814705882352,85112.55735294118,34
3086,C15.50,6,42.410,23808.43731707317,11994.019512195122,13273.541463414633,74314.15414634146,41
3126,C15.80,6,42.410,25529.645833333332,13006.133333333333,15738.816666666666,80593.27125,24
3242,C15.90,6,42.410,30243.0030952381,10172.058571428572,12321.33761904762,75852.87690476191,42
3326,C16.00,6,43.5x0,18643.209285714285,11703.751785714285,8467.027142857143,58497.378214285716,56
3330,C16.00,6,43.990,21580.97253521127,13415.159718309858,12330.96338028169,70406.46929577466,71
3332,C16.00,6,44.140,748.4775000000001,6081.682142857143,1907.2903571428571,11319.329285714286,28
3353,C16.00,6,99.250,743.6,5760.475416666667,4146.224583333334,13168.57,24
3398,C16.20,6,43.410,3837.8609523809523,6072.4571428571435,2081.8442857142854,18707.59857142857,21
3401,C16.20,6,43.7x0,23997.804583333334,11267.800208333334,8789.64625,62345.646875,48
3405,C16.20,6,43.990,22985.234210526316,11605.284035087718,9131.290877192983,63416.77473684211,57
3430,C16.30,4,,633.6185714285714,2762.690476190476,3892.123809523809,8767.575714285715,21
3462,C16.30,6,43.7x0,24670.5414375,11991.403437500001,9883.7875,67676.42874999999,160
3467,C16.30,6,44.140,700.0023076923078,5183.700000000001,1698.7742307692306,9685.420384615385,26
3512,C16.50,6,43.7x0,25318.72388888889,10660.916944444445,8853.951666666668,65346.16138888889,36
3550,C16.80,6,43.990,22907.46909090909,12237.88318181818,11898.094545454545,73121.00227272727,22
