,basy_zyzd_jbbm_for_str_8,basy_yydj,basy_ssjczbm1_for_str_8,HAOCAI-8-8-E,JCJY-8-8-E,YP-8-8-E,ZFY-8-8-E,记录条数-8-8
240,A15.000x,6,,424.56888888888886,6025.413846153847,4599.066324786325,14155.585555555555,117
250,A15.000x,6,33.2400x,706.8004411764706,4590.633529411765,2117.6067647058826,11530.859852941176,68
251,A15.000x,6,33.2403,400.96628205128206,8287.746923076924,4951.9774358974355,17356.372435897436,78
409,A15.300,6,33.2400x,484.086,4902.5812,2920.862,11399.5968,25
457,A15.308,6,33.2400x,499.14162790697674,4648.195348837209,1648.0306976744187,9685.970930232557,43
615,A16.200x,5,,519.6546153846153,6467.365384615385,3922.795769230769,16311.621923076922,26
634,A16.200x,6,,399.3246017699115,4886.053097345132,3857.558761061947,11478.216902654867,113
642,A16.200x,6,33.2200x,474.0324,6240.884,2786.8536,12108.094,25
644,A16.200x,6,33.2400x,591.7329729729729,4562.106216216216,2094.949189189189,10097.376891891892,74
646,A16.200x,6,33.2403,395.8446212121212,7997.404242424243,3975.8612878787876,15497.210530303031,132
653,A16.200x,6,34.0401,1021.8827777777777,9918.594444444445,5748.689444444444,21879.30888888889,36
748,A16.500x,6,34.0401,671.0995555555555,5394.296444444444,1840.4122222222222,11108.309111111112,45
802,A17.000+,6,03.3101,1437.8218181818183,14094.010454545454,9433.799545454545,35342.325909090905,22
818,A17.803+,6,03.3101,833.7116666666666,12055.054,10852.131666666666,31045.004,30
984,A18.205,6,40.3x00x,1989.3092000000001,4582.428,1795.6812,13893.3648,25
1352,A41.501,5,,296.4648387096774,4489.217419354838,2387.5648387096776,9452.27129032258,31
1379,A41.501,6,,499.9662162162162,6858.046351351351,4615.516891891892,16767.954864864863,74
1479,A41.503,6,,622.6360714285714,9403.000357142857,7859.711785714286,23733.31428571429,28
1650,A41.900,6,,521.0261538461539,4934.486794871795,4522.626923076923,17080.812307692308,78
1754,A41.900x,6,,569.3142857142857,6827.444642857144,6214.576071428572,18792.172499999997,28
1807,A41.900x,6,96.7101,1907.9328125,9667.2465625,6957.3259375,23936.983125,32
1808,A41.900x,6,96.7201,11297.2004,31835.892399999997,28081.226000000002,102647.9236,25
1830,A41.901,3,,378.1676315789474,4418.881052631579,4784.006578947368,13605.065789473685,38
1863,A41.901,4,,500.0733333333334,5894.875757575757,5937.166666666667,16518.019090909092,33
1897,A41.901,5,,407.3736559139785,4327.291397849463,2663.9478494623654,11068.671075268818,93
1956,A41.901,5,96.0400,1309.913870967742,9320.017419354837,8196.002258064516,28527.15935483871,31
1958,A41.901,5,96.7101,1383.0466666666666,6580.463333333333,5354.2675,20872.745,36
1959,A41.901,5,96.7201,3410.9577272727274,14411.675909090909,14634.458636363637,53380.53954545455,22
1968,A41.901,6,,563.2471485943776,5625.275722891566,4286.426947791165,14717.4509437751,498
1970,A41.901,6,03.3101,794.9905405405406,7817.372972972973,4574.582972972973,18605.918378378377,37
1974,A41.901,6,17.9500x,618.9876923076923,3564.3726923076924,2320.3823076923077,10224.22076923077,26
1992,A41.901,6,33.2400x,832.8240677966102,11705.583220338984,6243.286271186441,25258.259830508476,59
