,basy_zyzd_jbbm_for_str_7,basy_yydj,basy_ssjczbm1_for_str_7,HAOCAI-7-7-E,JCJY-7-7-E,YP-7-7-E,ZFY-7-7-E,记录条数-7-7
17,A02.000,6,,155.40354838709678,1302.9164516129033,497.85967741935485,2964.870322580645,31
105,A04.900,5,,50.20309090909091,935.3563636363637,438.0450909090909,2255.657818181818,55
114,A04.900,6,,69.1059,1051.614,320.18190000000004,2164.0624,100
137,A04.900,7,,20.552432432432433,672.9297297297297,632.2864864864864,1769.8035135135135,37
174,A08.000,3,,58.521153846153844,683.5192307692307,233.2569230769231,1798.833076923077,26
177,A08.000,5,,47.13653846153846,640.7615384615384,196.2253846153846,1444.386923076923,26
179,A08.000,6,,37.5725,1020.8958333333334,153.25666666666666,2010.7270833333334,24
194,A08.101,6,,82.01222222222222,1194.4327777777778,353.18194444444447,2280.0230555555554,36
244,A09.000,6,,137.40147058823527,2628.7858823529414,1786.105,5808.765294117647,34
261,A09.000,7,,19.35107692307692,752.154,595.6521538461539,1746.4892307692307,65
267,A09.001,3,,18.2648,885.6048,528.6512,2123.0460000000003,25
273,A09.001,5,,37.991290322580646,1112.9109677419353,463.073870967742,2213.6670967741934,31
280,A09.001,6,,53.86435897435898,1934.1446153846155,594.3371794871795,3204.839487179487,39
295,A09.001,7,,15.438899082568808,611.0023241590214,629.089877675841,1601.9838837920488,327
318,A09.004,3,,49.52290780141844,761.2773049645391,414.89687943262413,1856.7964539007091,141
329,A09.004,4,,47.990508474576274,1197.7577966101696,421.2384745762712,2311.272372881356,59
341,A09.004,5,,51.91674033149172,1055.087955801105,437.7193922651934,2189.6096132596685,181
343,A09.004,5,17.9500,55.0976,603.32,309.6828,1746.8804,25
364,A09.004,6,,86.16077777777778,1520.0960000000002,520.328,2885.858,180
396,A09.004,7,,10.934999999999999,603.9260317460316,505.67031746031745,1543.2937301587303,126
423,A09.007,3,,38.59151515151515,773.2121212121212,368.86454545454546,1926.567575757576,33
436,A09.007,7,,17.56775,548.58875,643.75225,1535.7235,40
437,A09.900,1,,53.61083333333333,865.1530555555555,1041.6908333333333,2408.4802777777777,36
442,A09.900,2,,21.536619718309858,713.7521126760564,945.954647887324,2263.1671830985915,71
444,A09.900,3,,36.82652582159624,936.1879342723005,492.93004694835685,1975.6528169014084,213
463,A09.900,4,,41.28307692307692,1046.253846153846,498.6489743589743,1969.7230769230769,39
478,A09.900,5,,48.356416184971096,1175.8129479768786,375.1226589595376,2163.6517919075145,173
480,A09.900,5,17.9500,41.995416666666664,1403.6125,548.15,3165.314166666667,24
506,A09.900,6,,72.60045751633987,1483.9059477124183,545.7881699346405,2869.760326797386,153
509,A09.900,6,17.9500,41.41444444444445,996.3472222222222,579.8669444444445,2487.3608333333336,36
545,A09.900,7,,13.942442868400315,552.5402836879433,568.9267218282112,1471.4780693459415,1269
566,A09.901,1,,31.6344,854.4608000000001,1063.732,2711.7365999999997,50
567,A09.901,2,,38.871913043478266,1006.1073913043479,910.7232173913044,2397.1460869565217,115
575,A09.901,3,,26.762478632478633,835.4807692307693,408.7374358974359,1740.524700854701,234
591,A09.901,4,,38.9664,1033.3796,441.7409333333333,1914.9834666666668,75
597,A09.901,5,,33.05145945945946,916.4025945945947,274.28254054054054,1713.3405945945947,185
599,A09.901,5,17.9500,21.391481481481485,1031.3814814814814,310.2403703703704,2029.915925925926,27
619,A09.901,6,,53.06297520661157,1284.0464462809916,480.9170247933884,2433.7119834710747,121
644,A09.901,7,,13.73272167832168,544.7751468531468,602.6971552447553,1516.2180755244756,3575
674,A09.901,7,99.9205,18.58758620689655,972.0689655172414,521.8313793103448,1886.4931034482759,29
704,A09.902,5,,60.55321428571428,1606.7035714285714,641.3932142857142,3110.4282142857146,28
709,A09.902,5,45.2302,39.186206896551724,1481.8137931034482,606.2975862068965,3101.7637931034483,29
723,A09.902,6,,133.81142857142856,1840.6714285714286,934.6374999999999,3965.1225,28
732,A09.902,6,45.2302,112.94375,2133.853125,1175.8721874999999,4804.6603125,32
741,A09.902,7,,11.8296138996139,591.2698841698841,598.9571428571428,1631.0897683397684,259
745,A09.902,7,44.1300,223.50500000000002,1014.3,621.8445454545455,2939.6404545454543,22
762,A09.903,3,,52.881515151515146,515.3606060606061,170.35696969696968,1361.2339393939394,33
769,A09.903,6,,137.8342424242424,1062.5024242424242,615.2863636363636,2898.4872727272727,33
787,A15.000,3,,140.66576923076923,1804.3923076923077,809.9515384615386,4024.971153846154,26
798,A15.000,5,,136.82339805825242,2399.4647572815534,1438.2033980582526,6277.625339805825,103
802,A15.000,5,33.2400,225.9962857142857,3123.1414285714286,1029.4617142857142,6480.058857142857,35
814,A15.000,6,,213.44710674157304,4441.16584269663,3131.139606741573,10133.44176966292,356
826,A15.000,6,33.2400,511.1969911504425,4302.223274336283,2003.0678761061947,10211.201150442477,113
828,A15.000,6,33.2403,253.32192513368983,7310.3442780748655,4366.8840106951875,14979.487540106951,187
870,A15.000,7,,159.68928571428572,1697.957142857143,2660.6067857142857,6474.463928571428,28
872,A15.000,7,33.2400,164.56857142857143,2510.8214285714284,2166.3928571428573,7655.4346428571425,28
882,A15.007,3,,38.7165625,1068.6875,935.165625,3719.8134375,32
886,A15.007,5,,153.86422222222222,2867.7555555555555,1988.1455555555556,7125.028,45
898,A15.007,6,,194.01174999999998,2938.37175,1834.227,7709.270999999999,40
916,A15.008,5,,120.9808695652174,2074.7634782608693,1258.4734782608696,5387.009565217391,23
923,A15.008,6,,161.21434782608694,3579.621739130435,2194.669130434783,8538.826086956522,23
1016,A15.300,3,,67.65967741935484,1355.1935483870968,654.3029032258064,3856.2722580645163,31
1023,A15.300,4,,142.4623076923077,1681.0153846153846,1906.16,6034.433846153846,26
1033,A15.300,6,,176.2448,3210.9364,1482.5616,6892.5428,25
1038,A15.300,6,33.2400,242.75026315789475,3998.8309210526318,1514.3625,8111.060131578946,76
1073,A15.307,6,,248.9517391304348,3586.449565217391,1599.9839130434782,7194.569130434783,23
1094,A15.308,6,33.2400,500.2886538461538,5112.426923076923,1793.3594230769231,10338.748846153847,52
1174,A16.000,3,,165.32777777777778,1234.5555555555557,735.3281481481482,3442.892962962963,27
1185,A16.000,6,,220.094,3391.6673333333333,1353.7530000000002,6257.470333333333,30
1225,A16.008,3,,32.90708333333333,1158.0833333333333,1278.02375,5466.014166666667,24
1309,A16.200,3,,58.38679012345679,1757.5798148148149,807.1679012345679,4523.287098765432,162
1321,A16.200,4,,102.24109090909091,1376.209090909091,1306.2805454545453,4480.471454545454,55
1333,A16.200,5,,147.40328859060403,2606.133355704698,1489.0324161073825,6351.65389261745,149
1340,A16.200,5,33.2400,329.0815384615385,2548.087307692308,1142.3096153846154,6124.925384615384,26
1341,A16.200,5,33.2403,194.71500000000003,2957.6504545454545,1380.238409090909,7612.8777272727275,44
1365,A16.200,6,,173.039721627409,3827.441006423983,2413.2887152034264,8101.550920770877,467
1375,A16.200,6,33.2200,288.75634615384615,6051.078461538462,2565.703076923077,11128.007115384615,52
1377,A16.200,6,33.2400,281.7713580246914,3620.903271604938,1183.7262345679012,7675.794753086419,162
1380,A16.200,6,33.2403,210.27797101449275,7428.833884057971,3238.9182608695655,13252.647304347827,345
1388,A16.200,6,34.0401,921.9242857142857,8696.030612244898,4571.53612244898,18316.273469387757,49
1425,A16.200,7,,53.98734375,1212.88296875,1087.929375,3967.1140625,64
1509,A16.500,6,,183.55708333333334,3219.10875,1709.5854166666666,6904.540416666667,24
1520,A16.500,6,34.0401,662.6479069767443,5647.733255813953,2168.4767441860463,12002.180930232558,43
1527,A16.500,6,34.9101,417.158,4458.042333333333,1853.8650000000002,9392.068,30
1528,A16.500,6,34.9103,608.0457692307692,3757.9961538461534,1454.8465384615386,8005.066153846154,26
1573,A16.700,4,,95.6118,2160.46,883.8184,4576.6082,50
1608,A17.000,6,03.3101,563.8203448275863,6194.479655172414,2824.0486206896553,13588.759655172413,29
1626,A17.803,6,03.3101,664.7164864864866,10208.623243243243,8681.43945945946,25046.691891891893,37
1698,A18.007,6,,111.67608695652174,5121.139130434783,2398.963913043478,9601.119130434783,23
1894,A18.205,6,40.3x00,2048.678620689655,4825.393103448276,1972.8386206896553,14661.120344827586,29
2183,A38.x00,5,,44.814,681.0236666666666,350.94899999999996,1822.8933333333334,30
2186,A38.x00,6,,88.2016,913.472,455.20959999999997,2284.4152000000004,25
2360,A41.500,6,,260.0751351351351,4595.417837837837,2370.5945945945946,10085.244864864864,37
2415,A41.501,5,,162.77061855670104,3556.9370103092783,1774.0688659793814,7542.526082474227,97
2456,A41.501,6,,278.00732240437156,5311.4502732240435,3061.821475409836,11875.267103825136,183
2567,A41.503,6,,432.7802857142857,6465.479428571429,5634.421428571429,16406.520285714283,35
2708,A41.900,1,,352.1011538461538,1206.6053846153845,1578.2676923076922,6250.248076923077,26
2728,A41.900,3,,128.12640449438203,2495.432808988764,2119.559775280899,6446.53606741573,89
2752,A41.900,4,,239.98478260869567,3416.664347826087,5616.87347826087,12561.728260869566,23
2774,A41.900,5,,120.2310989010989,2561.3329670329667,1341.8087912087913,5811.106263736264,91
2823,A41.900,6,,239.5017665615142,3269.305899053628,1886.4709148264985,7501.927034700316,317
2845,A41.900,6,38.9303,1544.4539130434785,12341.541304347827,10537.853913043478,34505.46695652174,23
2850,A41.900,6,38.9900,189.37193548387097,1402.6290322580646,699.8935483870968,3355.981612903226,31
2908,A41.900,6,93.9000,1221.1485714285714,9671.48619047619,8064.393571428571,27751.204285714288,42
2914,A41.900,6,96.7101,1668.2658333333331,7038.272291666667,5717.205208333333,18710.662500000002,48
2915,A41.900,6,96.7201,4552.582424242424,19801.276363636363,18368.475151515155,63254.992424242424,33
2926,A41.900,7,,63.25156626506024,1272.5691566265061,1117.8742168674698,3447.3575903614455,83
2935,A41.901,2,,82.5753448275862,2186.8896551724138,2212.956379310345,6295.900689655172,58
2964,A41.901,3,,92.73581120943952,1801.4610914454279,1211.3783185840707,4464.078436578171,339
3014,A41.901,3,99.8500,79.3409090909091,1457.590909090909,836.5127272727273,3805.74,22
3017,A41.901,4,,148.77280701754387,2511.403157894737,1946.2972514619885,6325.311345029239,171
3066,A41.901,5,,107.00045886075948,1919.6132278481014,1031.9375316455696,4549.023512658227,632
3070,A41.901,5,17.9500,100.55871794871794,2234.0794871794874,1554.554358974359,5976.256666666667,39
3085,A41.901,5,38.9900,202.1708695652174,2180.715652173913,1049.5191304347825,5742.560434782608,23
3139,A41.901,5,93.9000,672.7881481481481,5505.512962962963,3164.2003703703704,15169.41074074074,27
