,basy_zyzd_jbbm_for_str_4,basy_yydj,basy_ssjczbm1_for_str_4,HAOCAI-4-4-E,JCJY-4-4-E,YP-4-4-E,ZFY-4-4-E,记录条数-4-4
81,A09.,6,,336.8032075471698,2897.9394339622645,1691.993396226415,6574.3479245283015,53
124,A15.,5,,366.1987234042553,3350.7412765957447,2483.046595744681,9516.34340425532,47
127,A15.,5,33.2,503.8830508474576,3694.982881355932,1884.919661016949,9274.036440677966,59
141,A15.,6,,423.0092261904762,5403.660714285715,3992.9465476190476,13034.569702380952,168
150,A15.,6,32.2,13750.14142857143,7405.56761904762,4804.075238095238,35227.01714285714,21
154,A15.,6,33.2,585.2079945054945,6083.714642857142,2702.505,12956.307307692308,364
157,A15.,6,34.0,1141.1929166666666,6854.110000000001,5210.406458333334,18537.357708333333,48
158,A15.,6,34.2,1017.5578260869567,6337.609130434783,1802.3904347826087,13847.147826086957,23
160,A15.,6,34.9,858.12125,5130.63375,2708.6070833333333,12270.660833333333,24
192,A16.,3,,399.1832142857143,5444.032142857142,1158.6632142857143,11283.463214285714,28
193,A16.,3,33.2,604.7792307692308,1875.0653846153846,1014.3257692307693,5639.362692307692,26
208,A16.,5,,470.9327659574468,5255.653191489362,3245.37085106383,13436.488085106383,47
211,A16.,5,33.2,508.5676666666667,3952.0298333333335,1777.7603333333332,9337.556166666667,60
213,A16.,5,34.0,512.404,3485.3835999999997,1451.6163999999999,8160.264,25
221,A16.,6,,427.56039215686275,5067.339934640523,3583.3824183006536,11679.166209150326,153
231,A16.,6,33.2,540.475300546448,6082.856448087432,2684.52825136612,12308.388606557379,366
234,A16.,6,34.0,1388.1691818181816,7129.4941818181815,4095.115363636364,17381.74709090909,110
235,A16.,6,34.2,862.465,5695.687941176471,1537.080588235294,12692.02117647059,34
236,A16.,6,34.9,607.5719444444444,4256.670833333334,1589.271527777778,9142.364027777778,72
269,A17.,6,03.3,1030.4045762711864,12836.310677966101,9466.242203389831,31473.453898305084,59
314,A18.,6,,514.4186666666667,5768.065,4825.368,18028.784,30
332,A18.,6,40.3,1939.7888461538462,4450.834615384615,1739.1273076923076,13596.517692307692,26
347,A18.,6,54.9,1132.565769230769,8714.213076923077,5416.941538461539,20050.875,26
366,A18.,6,81.0,11620.273333333334,10561.088666666667,8864.049666666666,51779.18933333333,30
465,A41.,1,,715.126923076923,1491.3115384615385,1816.7473076923077,8554.514230769231,26
485,A41.,3,,401.32081967213117,4323.925737704918,4631.734918032787,13418.529344262295,61
509,A41.,3,96.7,2317.6775000000002,11835.760416666666,10655.944166666666,46410.16541666666,24
512,A41.,4,,646.8306666666667,6239.149333333333,7130.950444444445,19349.25022222222,45
540,A41.,4,96.7,2306.8345945945944,15908.187567567566,23265.85243243243,64412.31324324324,37
545,A41.,5,,395.22642424242423,4367.223515151515,2831.8331515151517,11186.57103030303,165
553,A41.,5,38.9,1064.0855,7484.360333333333,6639.762333333333,26829.288,60
577,A41.,5,57.9,779.4013636363637,6737.351818181818,3611.1772727272723,15669.01909090909,22
579,A41.,5,59.8,1676.8131818181819,5042.963636363636,2258.065909090909,12445.951818181818,22
591,A41.,5,93.9,679.9156756756757,4973.141891891892,2871.480810810811,13129.39918918919,37
592,A41.,5,96.0,1306.74925,9332.207,9226.365,29313.694,40
594,A41.,5,96.7,2957.9243,11019.107,11405.4581,38707.473,100
601,A41.,6,,558.2585243741765,5964.831251646904,4721.77814229249,16016.548260869566,759
604,A41.,6,03.3,738.0894444444444,7843.149259259259,4408.370925925926,17968.226296296296,54
608,A41.,6,17.9,663.2868181818181,4869.241590909091,3896.645,13455.254772727272,44
619,A41.,6,33.2,854.1794117647058,10437.760695187166,6336.208074866309,26233.57240641711,187
621,A41.,6,34.0,2314.0308823529413,15429.29205882353,16034.026470588236,46990.705294117644,34
622,A41.,6,34.9,1347.3564705882354,8763.05794117647,8764.42911764706,25860.095294117647,34
626,A41.,6,38.9,1740.6254838709679,11610.103835125448,9734.874695340503,33218.084301075265,279
632,A41.,6,39.9,5801.394588235294,11098.49988235294,8992.879882352941,40669.05223529412,85
634,A41.,6,41.3,999.8202777777777,12209.608333333334,9357.952222222222,29827.02277777778,36
670,A41.,6,54.9,1806.531,9956.608,10360.871666666668,30972.283666666666,30
678,A41.,6,57.9,1202.4192105263157,9075.858684210527,5883.907105263158,22800.744736842105,38
680,A41.,6,59.8,1964.7017073170732,6807.004146341463,3833.301219512195,17280.64463414634,41
720,A41.,6,89.5,634.4796153846154,7841.0207692307695,5298.16923076923,18285.661923076925,26
721,A41.,6,89.6,682.2608,8603.16,5340.504,21441.5928,25
725,A41.,6,93.3,619.1089655172414,6474.91724137931,5382.277241379311,18758.698965517244,29
728,A41.,6,93.9,1104.0115286624205,9171.458121019108,6524.341847133758,23818.452165605093,314
729,A41.,6,96.0,3256.018653846154,20471.85009615385,13544.200480769232,62483.73961538461,104
733,A41.,6,96.7,6546.659217002237,21175.736152125282,24275.634004474276,77569.87313199104,447
739,A41.,6,99.0,988.5119047619048,9286.14,6265.059047619047,28167.40666666667,21
741,A41.,6,99.2,740.1662264150943,4431.364339622642,5061.97320754717,15350.145283018866,53
