,basy_zyzd_jbbm_for_str_6,basy_yydj,basy_ssjczbm1_for_str_6,HAOCAI-6-6-E,JCJY-6-6-E,YP-6-6-E,ZFY-6-6-E,记录条数-6-6
15,A02.00,5,,70.96136363636364,1481.6113636363636,662.1095454545455,3322.7686363636367,22
19,A02.00,6,,138.043488372093,1330.9744186046512,514.6460465116279,2921.83511627907,43
53,A03.90,3,,37.79482758620689,743.7255172413793,395.4727586206896,2070.137931034483,29
77,A04.90,3,,60.346666666666664,754.5190476190476,778.3804761904762,2047.8828571428571,21
86,A04.90,5,,49.592499999999994,931.2517857142857,444.38464285714286,2246.6026785714284,56
96,A04.90,6,,70.105,1098.9629310344828,332.58060344827584,2287.4750862068963,116
121,A04.90,7,,18.260555555555555,639.034074074074,591.1114814814815,1656.9648148148149,54
138,A08.00,3,,58.521153846153844,683.5192307692307,233.2569230769231,1798.833076923077,26
141,A08.00,5,,47.13653846153846,640.7615384615384,196.2253846153846,1444.386923076923,26
143,A08.00,6,,37.5725,1020.8958333333334,153.25666666666666,2010.7270833333334,24
157,A08.10,6,,83.80690476190476,1173.1757142857143,337.88928571428573,2232.5038095238097,42
186,A09.00,1,,34.725833333333334,772.29625,1320.4237500000002,2856.267916666666,24
190,A09.00,2,,30.2340625,849.846875,779.5396875,2192.2909375,32
196,A09.00,3,,44.38216346153846,800.1092307692307,433.5825961538461,1928.7594230769232,208
209,A09.00,4,,61.02655737704918,1295.6100000000001,530.6480327868852,2576.2985245901637,61
222,A09.00,5,,51.27319502074689,1133.0841078838175,492.1878838174274,2336.5191286307054,241
224,A09.00,5,17.950,51.62166666666667,679.9733333333334,354.11899999999997,1917.1156666666668,30
245,A09.00,6,,86.19540441176471,1728.5984926470587,694.7631985294117,3302.0232352941175,272
251,A09.00,6,17.950,62.62285714285715,1031.8042857142857,551.0268571428571,2710.364285714286,35
286,A09.00,7,,15.223151408450704,618.04875,599.8381161971831,1600.7409330985915,568
296,A09.90,1,,39.78258426966292,870.2477528089888,1033.638202247191,2559.8302247191014,89
303,A09.90,2,,33.60252577319588,906.4033505154639,942.8728350515463,2388.239020618557,194
314,A09.90,3,,33.460818363273454,884.9936726546906,441.39237524950096,1865.7779241516967,501
320,A09.90,3,44.130,35.480000000000004,1698.9892857142856,793.7164285714287,3327.2514285714283,28
322,A09.90,3,45.230,78.75500000000001,1522.3066666666666,813.3293333333334,3404.5873333333334,30
344,A09.90,4,,41.94380165289256,1042.6080165289256,459.8710743801653,1955.6864462809917,121
364,A09.90,5,,42.125642317380354,1069.7154156171284,339.814685138539,1993.284886649874,397
366,A09.90,5,17.950,34.25913793103448,1199.955172413793,449.94068965517243,2608.8993103448274,58
369,A09.90,5,44.130,92.1482608695652,1996.6521739130435,648.7821739130435,3701.142608695652,23
372,A09.90,5,45.230,46.23230769230769,1563.4865384615384,589.993076923077,3216.766730769231,52
401,A09.90,5,99.920,33.646521739130435,1781.713043478261,693.7365217391305,3730.635217391304,23
402,A09.90,6,,76.97670623145402,1402.8460237388724,560.1981008902078,2806.7911275964393,337
406,A09.90,6,17.950,54.79115384615385,1224.3038461538463,745.9675,3014.2821153846157,52
413,A09.90,6,44.130,259.73,2476.505882352941,962.2085294117647,4934.384117647059,34
417,A09.90,6,45.230,125.79196428571429,2245.3214285714284,1249.4667857142856,4986.060892857143,56
449,A09.90,7,,13.687913401253919,549.0916281347962,594.0123902821317,1510.865172413793,5104
457,A09.90,7,44.130,153.40057142857145,1078.8211428571428,625.0742857142857,2736.327714285714,35
476,A09.90,7,93.391,11.43,624.0669230769231,512.4146153846154,1566.3726923076924,26
481,A09.90,7,99.920,18.598620689655174,893.0096551724138,506.23810344827587,1966.451551724138,58
486,A15.00,3,,68.80792207792207,1337.2753246753246,970.3711688311688,4279.932337662337,77
494,A15.00,4,,111.15583333333332,1962.3666666666668,1991.7495833333332,6096.017500000001,24
497,A15.00,5,,139.17695906432746,2479.0259064327483,1558.7508187134504,6380.835614035087,171
501,A15.00,5,33.240,216.31391304347827,2912.413333333333,1077.723188405797,6488.64768115942,69
515,A15.00,6,,208.79904761904763,4246.486214285715,2954.159642857143,9808.294333333333,420
527,A15.00,6,33.240,344.82902017291065,5863.687291066282,3243.580403458213,12583.727291066283,347
