,basy_zyzd_jbbm_for_str_9,basy_yydj,basy_ssjczbm1_for_str_9,HAOCAI-9-9-E,JCJY-9-9-E,YP-9-9-E,ZFY-9-9-E,记录条数-9-9
240,A15.000x0,6,,424.56888888888886,6025.413846153847,4599.066324786325,14155.585555555555,117
250,A15.000x0,6,33.2400x0,706.8004411764706,4590.633529411765,2117.6067647058826,11530.859852941176,68
251,A15.000x0,6,33.2403,400.96628205128206,8287.746923076924,4951.9774358974355,17356.372435897436,78
409,A15.300,6,33.2400x0,484.086,4902.5812,2920.862,11399.5968,25
457,A15.308,6,33.2400x0,499.14162790697674,4648.195348837209,1648.0306976744187,9685.970930232557,43
615,A16.200x0,5,,519.6546153846153,6467.365384615385,3922.795769230769,16311.621923076922,26
634,A16.200x0,6,,399.3246017699115,4886.053097345132,3857.558761061947,11478.216902654867,113
642,A16.200x0,6,33.2200x0,474.0324,6240.884,2786.8536,12108.094,25
644,A16.200x0,6,33.2400x0,591.7329729729729,4562.106216216216,2094.949189189189,10097.376891891892,74
646,A16.200x0,6,33.2403,395.8446212121212,7997.404242424243,3975.8612878787876,15497.210530303031,132
653,A16.200x0,6,34.0401,1021.8827777777777,9918.594444444445,5748.689444444444,21879.30888888889,36
748,A16.500x0,6,34.0401,671.0995555555555,5394.296444444444,1840.4122222222222,11108.309111111112,45
820,A17.803+G,6,03.3101,834.8241379310346,12140.469655172414,10982.9,31195.33172413793,29
986,A18.205,6,40.3x00x0,1989.3092000000001,4582.428,1795.6812,13893.3648,25
1355,A41.501,5,,296.4648387096774,4489.217419354838,2387.5648387096776,9452.27129032258,31
1382,A41.501,6,,499.9662162162162,6858.046351351351,4615.516891891892,16767.954864864863,74
1482,A41.503,6,,622.6360714285714,9403.000357142857,7859.711785714286,23733.31428571429,28
1653,A41.900,6,,521.0261538461539,4934.486794871795,4522.626923076923,17080.812307692308,78
1758,A41.900x0,6,,569.3142857142857,6827.444642857144,6214.576071428572,18792.172499999997,28
1812,A41.900x0,6,96.7101,1907.9328125,9667.2465625,6957.3259375,23936.983125,32
1813,A41.900x0,6,96.7201,11297.2004,31835.892399999997,28081.226000000002,102647.9236,25
1835,A41.901,3,,378.1676315789474,4418.881052631579,4784.006578947368,13605.065789473685,38
1868,A41.901,4,,500.0733333333334,5894.875757575757,5937.166666666667,16518.019090909092,33
1902,A41.901,5,,407.3736559139785,4327.291397849463,2663.9478494623654,11068.671075268818,93
1961,A41.901,5,96.0400,1309.913870967742,9320.017419354837,8196.002258064516,28527.15935483871,31
1963,A41.901,5,96.7101,1383.0466666666666,6580.463333333333,5354.2675,20872.745,36
1964,A41.901,5,96.7201,3410.9577272727274,14411.675909090909,14634.458636363637,53380.53954545455,22
1973,A41.901,6,,563.2471485943776,5625.275722891566,4286.426947791165,14717.4509437751,498
1975,A41.901,6,03.3101,794.9905405405406,7817.372972972973,4574.582972972973,18605.918378378377,37
1979,A41.901,6,17.9500x0,618.9876923076923,3564.3726923076924,2320.3823076923077,10224.22076923077,26
1997,A41.901,6,33.2400x0,832.8240677966102,11705.583220338984,6243.286271186441,25258.259830508476,59
1998,A41.901,6,33.2403,720.2255714285715,9878.822857142857,6232.491857142857,26987.198142857145,70
2012,A41.901,6,38.9100,1130.5356666666667,16124.183333333332,6523.876333333334,37805.986666666664,30
2014,A41.901,6,38.9302,1632.8977777777777,14675.587037037036,14042.83,44296.60592592592,27
2015,A41.901,6,38.9303,1229.179090909091,9672.993333333334,7652.430606060607,25389.245454545453,33
2021,A41.901,6,38.9900x0,729.1313636363636,5524.181818181818,2543.353181818182,11183.199090909091,22
2028,A41.901,6,39.9500x0,6801.01696969697,12219.601515151517,11257.104242424242,47274.19030303031,33
2159,A41.901,6,93.9000,1384.6220930232557,9773.683720930234,5024.275581395349,24740.764418604653,43
2160,A41.901,6,93.9000x0,1170.134265734266,9651.81958041958,6591.142307692307,23961.622727272726,143
2165,A41.901,6,96.0400,2980.1731746031746,19933.28238095238,12316.932063492062,59695.27222222222,63
2171,A41.901,6,96.7101,2330.4534586466166,8387.585037593986,8141.5314285714285,26245.52030075188,133
2173,A41.901,6,96.7201,9426.88298611111,30643.362500000003,35412.67638888889,115798.84597222222,144
2187,A41.901,6,99.2100,402.4909090909091,2622.2033333333334,2985.5051515151513,8927.107575757575,33
2471,A86.x00,6,03.3101,661.8840909090909,6131.930727272727,3091.430545454545,14278.221363636365,110
2497,A86.x02,6,03.3101,914.5514285714287,8161.015714285715,2632.9790476190474,16847.521904761907,21
2508,A87.900,6,03.3101,456.35076923076923,5506.736923076923,2360.190769230769,11037.321282051284,39
2609,B02.202+G,6,,330.2240625,2342.95,1773.74140625,6542.69484375,64
2611,B02.202+G,6,03.6x02,1256.895238095238,2359.4285714285716,1024.1790476190477,11950.969523809523,42
2613,B02.202+G,6,03.9100x0,632.7104166666667,3014.2291666666665,1303.9104166666666,7759.81125,24
2621,B02.202+G,6,04.2x05,1568.653230769231,3444.1904615384615,946.9233846153845,10899.004615384616,65
2626,B02.202+G,6,04.4900x0,2676.9049999999997,2880.2083333333335,1272.8753571428572,11759.236547619048,84
2627,B02.202+G,6,04.8101,810.2056666666667,3441.1966666666663,2008.219,10248.153333333332,30
2630,B02.202+G,6,04.9900,2353.6110714285714,1880.575,2270.7839285714285,10072.377857142857,28
2854,B18.101,6,,257.79333333333335,2866.3,2882.8638095238093,7565.823809523809,21
2871,B18.106,6,,369.82375,3772.7291666666665,5829.336666666667,12538.701666666666,24
2931,B20.100,6,,464.53333333333336,7703.171428571429,7472.990000000001,19125.161428571428,21
2966,B20.700,6,,533.3465714285715,7857.562285714285,10891.414571428571,23967.312,35
3012,B22.701,6,,580.587619047619,9060.714285714286,9861.17857142857,24417.629999999997,21
3076,B27.800,6,,326.39961538461534,1483.1653846153847,1332.4161538461537,4651.34,26
3084,B27.900,6,,373.11066666666665,1711.2933333333335,1004.1756666666666,4596.2029999999995,30
3145,B37.101+J,6,,692.3197058823529,6954.941176470588,6554.791764705882,18621.756029411765,68
3149,B37.101+J,6,33.2400x0,641.9542105263158,7216.647631578947,4573.153421052632,18226.372894736844,38
3150,B37.101+J,6,33.2403,793.696923076923,8068.252307692308,6721.458461538462,21588.685769230768,26
3173,B37.101+J,6,93.9000x0,864.714054054054,8818.051081081081,5825.9324324324325,22069.014324324326,37
3250,B44.100x0,6,33.2400x0,708.2647619047618,6068.821904761904,4330.6033333333335,15752.62476190476,21
3301,B44.102+J,6,,530.6694444444444,4998.767083333333,6208.587638888889,16129.65388888889,72
3306,B44.102+J,6,33.2400x0,502.6757142857143,5216.653428571429,5709.021142857143,16814.79657142857,35
3307,B44.102+J,6,33.2403,965.3369230769231,7324.851282051282,9305.261538461538,24481.564615384617,39
3329,B44.102+J,6,93.9000x0,1016.6613953488372,9283.268604651163,10422.138604651163,29035.352558139533,43
3426,B49.x00x0,6,,831.7076315789474,7290.30947368421,6511.384473684211,20022.42894736842,38
3506,B49.x05,6,22.2x01,1010.8316666666667,1868.3100000000002,1022.1146666666667,10851.008,30
3510,B49.x05,6,22.5300x0,1483.1963461538462,1998.301923076923,1413.301923076923,11589.658076923077,52
3533,B49.x09,6,22.2x01,1122.2705405405407,1636.1924324324325,1029.7183783783785,9864.195945945947,37
3559,B49.x14+J,5,,427.64478260869566,3278.1934782608696,6616.423478260869,15731.590869565216,23
3568,B49.x14+J,6,,572.0326666666666,5325.248333333334,6264.924666666667,17076.629666666668,60
3575,B49.x14+J,6,33.2400x0,735.1412903225806,7201.9838709677415,7172.662903225807,22472.10322580645,31
3599,B49.x14+J,6,93.9000x0,742.8142857142857,6817.160285714286,6834.379428571428,21211.633714285716,35
3829,C02.900,6,25.2x00,8145.5743478260865,6170.003478260869,2557.0965217391304,34599.9847826087,23
3893,C06.000,6,27.4906,11837.465238095238,6308.238095238095,3117.834285714286,54901.88142857143,21
4020,C11.900,6,29.1203,1101.4557692307694,6381.126153846154,1475.7834615384616,11366.303846153847,26
4039,C11.900,6,99.2503,1607.4283783783783,7071.852432432433,3983.4932432432433,15258.115675675677,37
4204,C15.100x0,6,,547.7595238095239,3639.808571428571,2201.958095238095,8374.810952380953,21
4217,C15.100x0,6,42.2400x0,929.0338095238095,5783.7528571428575,2923.90619047619,13465.654761904761,21
4223,C15.100x0,6,42.4101,26697.9456,12183.0184,14058.62,75703.2068,25
4224,C15.100x0,6,42.4102,23940.767391304347,12279.458260869564,10312.454347826086,73357.90565217391,23
4225,C15.100x0,6,42.4103,28503.52677419355,11122.125806451613,16764.97,81703.56322580644,31
4226,C15.100x0,6,42.4104,26671.37406976744,9540.408372093023,9219.161279069767,63205.43558139535,86
4256,C15.100x0,6,99.2503,955.9043636363637,4753.228,3714.686,11579.963636363636,55
4799,C16.200,6,43.7x03,26766.704545454544,11409.995454545453,9452.740606060606,65701.61393939394,33
4805,C16.200,6,43.9905,25013.116111111114,11440.273888888889,8377.065277777778,64358.66305555556,36
4833,C16.301,4,,633.6185714285714,2762.690476190476,3892.123809523809,8767.575714285715,21
4874,C16.301,6,43.7x00x0,20761.985833333336,11449.578958333334,9651.575416666667,61103.42291666666,48
4875,C16.301,6,43.7x03,26177.51623853211,12352.557431192661,9928.018073394494,70628.00412844037,109
4883,C16.301,6,44.1401,669.5028,5168.664000000001,1723.5228,9608.7592,25
4937,C16.500,6,43.7x03,25651.450769230767,9775.520384615385,7748.831923076923,64631.42115384615,26
5050,C16.900,4,,551.0496551724138,2712.9310344827586,3631.1424137931035,8691.265862068965,29
5098,C16.900,6,,452.2238235294118,4631.540588235294,3656.9126470588235,11969.549705882353,34
5122,C16.900,6,43.7x03,26826.852758620687,10945.43724137931,10352.996896551724,64673.75620689655,29
5133,C16.900,6,44.1401,482.78576923076923,5400.091153846153,1877.848076923077,10476.934615384615,26
5311,C18.001,6,17.3300,15733.571627906977,9103.934186046512,7324.903488372092,47108.643488372094,43
5383,C18.200,6,17.3300,14521.04419117647,9615.198676470589,7004.481691176471,47070.71676470589,136
5395,C18.200,6,45.2501,808.2044444444444,5799.37962962963,2559.9118518518517,11549.937407407408,27
5402,C18.200,6,45.7302,12973.713333333335,12679.322333333334,9189.288666666667,54750.265666666666,30
5434,C18.300,6,17.3300,14387.621785714287,9022.15875,6518.755178571429,46142.75517857143,56
5477,C18.400,6,17.3300,13519.348965517242,10813.595862068965,7255.852068965517,47948.09551724138,29
5536,C18.600,6,17.3500,14024.722619047618,8791.66880952381,7229.860238095238,48053.75880952381,42
5606,C18.700,5,17.3600,11508.548333333332,8374.622916666665,4806.005833333334,36702.206666666665,24
5638,C18.700,6,17.3600,13592.672700000001,9848.737,7115.4236,47236.724799999996,100
5639,C18.700,6,17.3600x0,15900.710540540542,9326.811216216216,6983.12527027027,48820.43662162162,74
5649,C18.700,6,45.2501,803.565925925926,5858.922962962963,2146.223703703704,11468.175185185184,27
5660,C18.700,6,45.7600x0,12089.89393939394,10722.599696969697,10347.114545454546,51513.20878787879,33
5966,C20.x00,4,,875.6435344827586,2637.435344827586,4782.338534482758,10492.050689655174,116
6005,C20.x00,5,,407.5503846153846,4328.3961538461535,3738.974230769231,12429.633076923077,26
6047,C20.x00,5,48.6302,11220.210625,8121.332916666666,4316.6475,37173.29729166667,48
6051,C20.x00,5,48.6900x0,11408.536666666665,7496.274,4599.045666666667,35986.06966666667,30
6067,C20.x00,6,,521.6358064516129,5508.68064516129,3118.2345161290323,12735.283870967742,31
6087,C20.x00,6,45.2302,498.08,4996.259259259259,2014.645185185185,9449.037777777778,27
6091,C20.x00,6,45.2501,587.8773333333334,5757.2266666666665,1529.048,11426.202666666668,30
6112,C20.x00,6,48.2401,1262.871304347826,6474.073043478261,2251.337391304348,13641.703043478261,23
6120,C20.x00,6,48.3509,4536.8206666666665,4483.094444444445,1106.5224444444445,16614.908444444445,45
6127,C20.x00,6,48.5100,14021.501780821918,8832.70095890411,6814.9171232876715,44647.48835616438,73
6132,C20.x00,6,48.6201,16750.874722222223,13123.675555555556,7355.094999999999,61271.00194444444,36
6133,C20.x00,6,48.6300x0,9287.182151898734,8235.63417721519,5144.870253164557,39461.3135443038,79
6134,C20.x00,6,48.6301,10684.67612903226,11066.46806451613,8993.06935483871,48087.78322580645,31
6135,C20.x00,6,48.6302,16572.504310344826,9531.024901477833,7194.7440886699505,49629.77391625616,406
6136,C20.x00,6,48.6303,12058.446976744186,9159.974728682171,6041.22,45340.21813953488,129
6138,C20.x00,6,48.6900x0,13181.848550724639,8328.03231884058,6154.064927536232,42365.566086956525,69
6144,C20.x00,6,48.6911,21067.837727272727,9057.1,7361.209090909091,51081.69181818182,22
6175,C20.x00,6,99.2503,995.4898701298702,4632.992207792208,3245.5549350649353,10827.102727272728,77
6264,C22.000,6,,385.6959090909091,3677.059090909091,3226.502727272727,9381.406363636364,44
6277,C22.000,6,39.7903,10635.028237547893,4739.235019157089,5253.6806896551725,30450.95325670498,261
6285,C22.000,6,50.1100x0,1342.5664000000002,5828.7928,3243.7683999999995,13287.8576,25
6287,C22.000,6,50.2200,10238.870961538461,9310.687115384615,8127.972884615385,52555.026730769234,52
6292,C22.000,6,50.2205,11684.445647058823,8246.015176470588,6650.590705882352,46934.811294117644,85
6310,C22.000,6,50.3x05,13762.4975,9644.150833333333,8087.900416666666,53811.519583333335,24
6377,C22.100,6,50.1100x0,1657.9048148148152,5437.254444444444,2098.9729629629633,12333.925555555556,27
6452,C22.900,1,39.7903,9622.104090909092,2004.8068181818182,4629.595227272727,21152.85840909091,44
6483,C22.900,4,,749.4466666666667,3481.3075000000003,7871.475833333333,15258.515833333333,24
6503,C22.900,5,,373.27075,3993.42775,2877.4610000000002,9650.7165,40
6510,C22.900,5,39.7903,5691.925172413794,3788.4258620689657,3617.303103448276,20314.05448275862,29
6537,C22.900,6,,365.0560975609756,4153.053008130081,3337.0343089430894,10361.726585365854,123
6548,C22.900,6,39.7903,8440.62425531915,4152.688971631206,5216.270177304964,28389.688829787236,282
6561,C22.900,6,50.1100x0,1305.837837837838,8063.197297297297,3145.3948648648648,15779.109459459462,37
6594,C22.900,6,54.9101,954.6036,4795.0708,7181.319,17958.463600000003,50
6948,C25.000,6,52.7x00,22967.693684210528,15355.927192982455,17861.743684210527,90991.24859649123,57
7159,C25.900x0,6,,437.13714285714286,3536.9246428571428,5445.868571428572,13723.730714285715,28
7483,C34.100x0,4,32.2001,924.7710204081633,6131.856734693877,2316.2795918367347,42818.16775510205,49
7487,C34.100x0,4,32.3001,3480.9020588235294,6312.231176470588,2682.253823529412,52458.54352941176,34
7490,C34.100x0,4,32.4100,4981.4764102564095,6518.316923076923,3019.755897435897,47469.849743589744,39
7514,C34.100x0,5,32.2001,14099.716896551723,6255.177586206896,2418.962068965517,31309.317241379315,29
7518,C34.100x0,5,32.3001,21244.33612903226,5903.183870967742,1994.6370967741937,39892.31548387097,31
7519,C34.100x0,5,32.4100,21756.74342857143,7364.581142857142,3186.838,45020.12514285714,35
7528,C34.100x0,5,33.2600x0,1148.5418,4331.9858,1623.5980000000002,9433.7398,50
7549,C34.100x0,6,,535.3339534883721,5055.636976744186,3792.785348837209,13251.92441860465,43
7559,C34.100x0,6,32.2000dy,16758.751111111113,4581.720370370371,1867.421851851852,32468.301111111112,27
7560,C34.100x0,6,32.2000x0,19490.72680851064,7118.986489361702,2915.6921276595745,40319.42585106383,94
7561,C34.100x0,6,32.2001,14405.397191011236,6736.963910112359,2617.6093483146065,38996.36656179775,445
7565,C34.100x0,6,32.2400x0,9887.923181818182,6040.944090909091,2342.077272727273,23062.267272727273,22
7573,C34.100x0,6,32.3000,21638.29353846154,7080.573384615385,2595.122307692308,41268.22430769231,65
7574,C34.100x0,6,32.3000dy,21355.07,5278.2046875,2708.7890625,39554.2003125,32
7575,C34.100x0,6,32.3001,20686.326232142856,7402.860642857143,2862.685410714286,46096.87108928571,560
7578,C34.100x0,6,32.4100,23314.74320754717,8747.880291595196,3541.4409433962264,50743.73442538594,583
7583,C34.100x0,6,32.4902,21369.565897435896,11178.685897435897,4872.195128205129,55115.22974358974,39
7589,C34.100x0,6,33.2400x0,899.6309473684211,7358.537473684211,2663.747684210526,14038.933052631577,95
7594,C34.100x0,6,33.2600x0,1231.9333043478262,7400.409101449276,1966.7260869565218,13401.95747826087,345
7595,C34.100x0,6,33.2700x0,968.290606060606,7728.496212121212,2639.8887878787878,14792.587121212122,66
7597,C34.100x0,6,33.2702,1400.2865517241378,9619.555172413793,2535.5772413793106,17102.103448275862,29
7601,C34.100x0,6,34.0401,1084.6581481481483,8181.518518518518,3694.8781481481483,18476.179629629627,27
7617,C34.100x0,6,39.7902,7774.708095238095,10586.74238095238,2753.528571428572,29464.126190476192,21
7650,C34.100x0,6,99.2503,1263.9251515151516,6553.084545454546,4521.596060606061,15110.182121212121,66
7709,C34.200x0,6,32.2001,13857.87870967742,6080.701612903225,2431.357419354839,35439.65516129033,31
7714,C34.200x0,6,32.3001,19583.424444444445,8442.984814814814,3418.2955555555554,46770.62037037037,27
7716,C34.200x0,6,32.4100,22233.13993197279,7828.142993197279,3119.3201360544217,47438.91380952381,147
7726,C34.200x0,6,33.2600x0,1635.3274193548389,6791.265161290323,2328.519677419355,13671.977419354838,31
7790,C34.300x0,4,32.2001,967.747037037037,5887.158518518519,2241.5,42494.84259259259,27
7816,C34.300x0,5,32.4100,23087.40393939394,6720.451515151515,2739.8857575757575,44175.48484848485,33
7826,C34.300x0,5,33.2600x0,1086.722105263158,4948.3223684210525,1718.0931578947368,10445.271052631579,38
7842,C34.300x0,6,,505.8875757575758,5354.768484848484,4247.114545454546,14507.098484848484,33
7849,C34.300x0,6,32.2000x0,19602.67923076923,7367.439230769231,2804.91358974359,40642.967179487176,39
7850,C34.300x0,6,32.2001,14448.138284313725,6688.041960784314,2692.5004901960783,38507.95578431372,204
7860,C34.300x0,6,32.3000,22710.628636363635,6687.304545454546,2773.8604545454546,41900.88,22
7862,C34.300x0,6,32.3001,19806.33715254237,7144.2633220338985,2857.652813559322,44680.35640677966,295
7865,C34.300x0,6,32.4100,21393.598207547173,9014.73820754717,3732.236768867924,49313.95136792453,424
7874,C34.300x0,6,33.2400x0,959.3761290322581,7130.481129032259,2483.560483870968,13601.310161290323,62
7879,C34.300x0,6,33.2600x0,1283.027339055794,7923.543519313304,2099.7288841201716,14115.381545064378,233
7880,C34.300x0,6,33.2700x0,901.049761904762,7662.619047619048,2156.1238095238095,14213.037857142856,42
7883,C34.300x0,6,34.0401,851.0766666666667,7003.695,2396.77,13901.731666666667,24
7924,C34.300x0,6,99.2503,876.6383783783783,6149.5675675675675,4805.00972972973,14634.953513513514,37
8081,C34.900x0,3,,651.5725490196078,3083.43568627451,5429.686078431372,13542.325882352941,51
8155,C34.900x0,5,,421.45576923076925,3161.649807692308,2920.3778846153846,10176.993653846155,52
8172,C34.900x0,5,33.2400x0,559.4088461538461,4583.533076923077,2115.893076923077,10579.163461538461,26
8173,C34.900x0,5,33.2403,533.7557575757576,4592.488787878788,2457.6336363636365,10952.844848484849,33
8174,C34.900x0,5,33.2600x0,948.4159701492538,4957.465074626865,1920.9588059701491,10627.638208955224,67
8176,C34.900x0,5,34.0401,699.4172916666666,4149.303541666667,3051.838125,11610.018541666666,48
